,city,state,status,lastUpdated,totalAvailable,pctAvailable,queryTime
78,NORTH TAZEWELL,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
79,NORTON,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
80,OAKTON,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
81,ONLEY,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
82,ORANGE,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
83,PETERSBURG,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
84,PORTSMOUTH,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
85,POWHATAN,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
86,PULASKI,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
87,RESTON,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
88,RICHLANDS,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
89,RICHMOND,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
90,ROANOKE,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
91,ROCKY MOUNT,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
92,ROSSLYN,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
93,RUTHER GLEN,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
94,SALEM,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
95,SMITHFIELD,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
96,SOUTH BOSTON,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
97,SOUTH HILL,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
98,SOUTH RIDING,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
99,SPRINGFIELD,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
100,STAFFORD,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
101,STAUNTON,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
102,STEPHENS CITY,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
103,STERLING,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
104,STUART,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
105,SUFFOLK,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
106,VIENNA,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
107,VINTON,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
108,VIRGINIA BEACH,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
109,WARRENTON,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
110,WAYNESBORO,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
111,WILLIAMSBURG,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
112,WINCHESTER,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
113,WINDSOR,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
114,WOODBRIDGE,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
115,WOODSTOCK,VA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
116,WYTHEVILLE,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
117,YORKTOWN,VA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
0,BARRINGTON,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
1,BRISTOL,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
2,CENTRAL FALLS,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
3,CHARLESTOWN,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
4,COVENTRY,RI,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
5,CRANSTON,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
6,CUMBERLAND,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
7,EAST GREENWICH,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
8,EAST PROVIDENCE,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
9,GLOCESTER,RI,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
10,JOHNSTON,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
11,LINCOLN,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
12,MIDDLETOWN,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
13,NARRAGANSETT,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
14,NEWPORT,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
15,NORTH KINGSTOWN,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
16,NORTH PROVIDENCE,RI,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
17,NORTH SMITHFIELD,RI,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
18,PASCOAG,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
19,PAWTUCKET,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
20,PORTSMOUTH,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
21,PROVIDENCE,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
22,RIVERSIDE,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
23,RUMFORD,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
24,SMITHFIELD,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
25,TIVERTON,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
26,WAKEFIELD,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
27,WARREN,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
28,WARWICK,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
29,WEST WARWICK,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
30,WESTERLY,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
31,WOONSOCKET,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
32,WYOMING,RI,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
0,ADELANTO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
1,AGOURA HILLS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
2,ALAMEDA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
3,ALAMO,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
4,ALBANY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
5,ALHAMBRA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
6,ALISO VIEJO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
7,ALPINE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
8,ANAHEIM,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
9,ANAHEIM HILLS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
10,ANDERSON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
11,ANGELS CAMP,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
12,ANTIOCH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
13,APPLE VALLEY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
14,APTOS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
15,ARCADIA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
16,ARCATA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
17,ARLETA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
18,ARROYO GRANDE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
19,ARTESIA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
20,ARVIN,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
21,ATASCADERO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
22,ATWATER,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
23,AUBURN,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
24,AZUSA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
25,BAKERSFIELD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
26,BALDWIN PARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
27,BELL,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
28,BENICIA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
29,BERKELEY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
30,BEVERLY HILLS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
31,BIG BEAR LAKE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
32,BREA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
33,BRENTWOOD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
34,BUELLTON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
35,BUENA PARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
36,BURBANK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
37,BURLINGAME,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
38,CALEXICO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
39,CAMARILLO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
40,CAMERON PARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
41,CAMPBELL,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
42,CANOGA PARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
43,CANYON COUNTRY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
44,CAPITOLA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
45,CARLSBAD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
46,CARMEL,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
47,CARMICHAEL,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
48,CARPINTERIA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
49,CARSON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
50,CASTRO VALLEY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
51,CATHEDRAL CITY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
52,CERRITOS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
53,CHICO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
54,CHINO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
55,CHINO HILLS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
56,CHULA VISTA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
57,CITRUS HEIGHTS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
58,CITY OF INDUSTRY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
59,CLOVERDALE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
60,CLOVIS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
61,COACHELLA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
62,COLMA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
63,COLTON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
64,COMMERCE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
65,COMPTON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
66,CONCORD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
67,CORONA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
68,COSTA MESA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
69,COVINA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
70,CULVER CITY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
71,CUPERTINO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
72,CYPRESS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
73,DALY CITY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
74,DANA POINT,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
75,DANVILLE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
76,DAVIS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
77,DEL MAR,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
78,DIAMOND BAR,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
79,DISCOVERY BAY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
80,DIXON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
81,DOWNEY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
82,DUARTE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
83,DUBLIN,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
84,EAGLE ROCK,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
85,EAST PALO ALTO,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
86,EASTVALE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
87,EL CAJON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
88,EL CENTRO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
89,EL CERRITO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
90,EL DORADO HILLS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
91,EL MONTE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
92,ELK GROVE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
93,EMERYVILLE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
94,ENCINITAS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
95,ENCINO,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
96,ESCONDIDO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
97,EUREKA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
98,FAIR OAKS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
99,FAIRFIELD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
100,FALLBROOK,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
101,FELTON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
102,FILLMORE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
103,FOLSOM,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
104,FONTANA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
105,FOOTHILL RANCH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
106,FOSTER CITY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
107,FOUNTAIN VALLEY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
108,FOWLER,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
109,FREMONT,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
110,FRESNO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
111,FULLERTON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
112,GALT,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
113,GARDEN GROVE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
114,GARDENA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
115,GILROY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
116,GLENDALE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
117,GLENDORA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
118,GOLETA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
119,GRANADA HILLS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
120,GRAND TERRACE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
121,GRANITE BAY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
122,GRASS VALLEY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
123,GREENBRAE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
124,GRIDLEY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
125,HALF MOON BAY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
126,HANFORD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
127,HAWAIIAN GARDENS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
128,HAWTHORNE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
129,HAYWARD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
130,HEALDSBURG,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
131,HEMET,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
132,HERMOSA BEACH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
133,HESPERIA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
134,HIGHLAND,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
135,HOLLISTER,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
136,HOLLYWOOD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
137,HUNTINGTON BEACH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
138,HUNTINGTON PARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
139,IMPERIAL BEACH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
140,INDIAN WELLS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
141,INDIO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
142,INGLEWOOD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
143,IRVINE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
144,JACKSON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
145,KINGSBURG,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
146,LA CANADA FLINTRIDGE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
147,LA HABRA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
148,LA JOLLA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
149,LA MESA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
150,LA MIRADA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
151,LA PUENTE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
152,LA QUINTA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
153,LA VERNE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
154,LADERA RANCH,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
155,LAFAYETTE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
156,LAGUNA BEACH,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
157,LAGUNA NIGUEL,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
158,LAGUNA WOODS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
159,LAKE ELSINORE,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
160,LAKE FOREST,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
161,LAKEPORT,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
162,LAKEWOOD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
163,LAMONT,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
164,LANCASTER,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
165,LATHROP,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
166,LAWNDALE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
167,LEMON GROVE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
168,LINCOLN,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
169,LIVERMORE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
170,LIVINGSTON,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
171,LODI,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
172,LOMITA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
173,LOMPOC,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
174,LONG BEACH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
175,LOS ALAMITOS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
176,LOS ANGELES,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
177,LOS BANOS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
178,LOS GATOS,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
179,LYNWOOD,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
180,MADERA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
181,MALIBU,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
182,MANHATTAN BEACH,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
183,MANTECA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
184,MAR VISTA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
185,MARINA,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
186,MARINA DEL REY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
187,MARTINEZ,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
188,MARYSVILLE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
189,MCKINLEYVILLE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
190,MENIFEE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
191,MENLO PARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
192,MERCED,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
193,MILL VALLEY,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
194,MILPITAS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
195,MISSION HILLS,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
196,MISSION VIEJO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
197,MODESTO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
198,MONROVIA,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
199,MONTCLAIR,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
200,MONTEBELLO,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
201,MONTEREY,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
202,MONTEREY PARK,CA,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
203,MONTROSE,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
204,MOORPARK,CA,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
