,city,state,status,lastUpdated,totalAvailable,pctAvailable,queryTime
128,OSWEGO,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
129,OTTAWA,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
130,PALATINE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
131,PALOS HEIGHTS,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
132,PARIS,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
133,PARK FOREST,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
134,PARK RIDGE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
135,PEKIN,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
136,PEORIA,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
137,PEOTONE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
138,PERU,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
139,PLAINFIELD,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
140,PONTIAC,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
141,QUINCY,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
142,RANTOUL,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
143,RIVERDALE,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
144,ROCK ISLAND,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
145,ROCKFORD,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
146,ROLLING MEADOWS,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
147,ROSCOE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
148,ROSEMONT,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
149,ROUND LAKE,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
150,SALEM,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
151,SAVOY,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
152,SCHAUMBURG,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
153,SHELBYVILLE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
154,SHILOH,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
155,SHOREWOOD,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
156,SKOKIE,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
157,SOUTH ELGIN,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
158,SPRINGFIELD,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
159,STAUNTON,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
160,STERLING,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
161,STREAMWOOD,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
162,SULLIVAN,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
163,SWANSEA,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
164,TAYLORVILLE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
165,THIRD LAKE,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
166,TINLEY PARK,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
167,URBANA,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
168,WARRENVILLE,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
169,WASHINGTON,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
170,WATERLOO,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
171,WAUKEGAN,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
172,WEST FRANKFORT,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
173,WHEATON,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
174,WILMETTE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
175,WILMINGTON,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
176,WOOD RIVER,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
177,WOODRIDGE,IL,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
178,WORTH,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
179,YORKVILLE,IL,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
0,ABERDEEN,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
1,ABINGDON,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
2,ANNAPOLIS,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
3,ASHTON,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
4,BALTIMORE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
5,BEL AIR,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
6,BELTSVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
7,BETHESDA,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
8,BOWIE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
9,BRANDYWINE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
10,BRYANS ROAD,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
11,BURTONSVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
12,CALIFORNIA,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
13,CAMP SPRINGS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
14,CAPITOL HEIGHTS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
15,CATONSVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
16,CHESAPEAKE BEACH,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
17,CHESTER,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
18,CHEVY CHASE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
19,CLARKSVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
20,CLINTON,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
21,COCKEYSVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
22,COLLEGE PARK,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
23,COLMAR MANOR,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
24,COLUMBIA,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
25,CROFTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
26,CUMBERLAND,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
27,DAMASCUS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
28,DERWOOD,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
29,DISTRICT HEIGHTS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
30,DUNKIRK,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
31,EASTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
32,EDGEWATER,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
33,EDGEWOOD,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
34,ELDERSBURG,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
35,ELKRIDGE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
36,ELKTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
37,ELLICOTT CITY,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
38,ESSEX,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
39,FALLSTON,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
40,FOREST HILL,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
41,FORESTVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
42,FORT WASHINGTON,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
43,FREDERICK,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
44,FULTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
45,GAITHERSBURG,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
46,GAMBRILLS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
47,GERMANTOWN,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
48,GLEN BURNIE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
49,GREENBELT,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
50,HAGERSTOWN,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
51,HAMPSTEAD,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
52,HANOVER,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
53,HAVRE DE GRACE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
54,HOLLYWOOD,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
55,HYATTSVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
56,JESSUP,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
57,KENSINGTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
58,LA PLATA,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
59,LANDOVER,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
60,LANDOVER HILLS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
61,LANGLEY PARK,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
62,LANHAM,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
63,LAUREL,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
64,LAVALE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
65,LEONARDTOWN,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
66,MECHANICSVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
67,MIDDLE RIVER,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
68,MIDDLETOWN,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
69,MILLERSVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
70,MOUNT AIRY,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
71,NEW CARROLLTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
72,NEW MARKET,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
73,NOTTINGHAM,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
74,OAKLAND,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
75,OCEAN CITY,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
76,ODENTON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
77,OWINGS MILLS,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
78,OXON HILL,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
79,PARKVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
80,PASADENA,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
81,PERRY HALL,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
82,PIKESVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
83,POOLESVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
84,REISTERSTOWN,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
85,RIVERDALE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
86,ROCKVILLE,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
87,SALISBURY,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
88,SEAT PLEASANT,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
89,SEVERN,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
90,SEVERNA PARK,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
91,SILVER SPRING,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
92,SOLOMONS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
93,TANEYTOWN,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
94,TEMPLE HILLS,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
95,THURMONT,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
96,TOWSON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
97,UPPER MARLBORO,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
98,WALDORF,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
99,WALKERSVILLE,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
100,WESTMINSTER,MD,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
101,WHEATON,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
102,WHITE PLAINS,MD,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
0,ABSECON,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
1,ATLANTIC CITY,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
2,BARNEGAT,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
3,BAYONNE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
4,BEACHWOOD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
5,BELLE MEAD,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
6,BELLEVILLE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
7,BERKELEY HEIGHTS,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
8,BERLIN,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
9,BERNARDSVILLE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
10,BLACKWOOD,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
11,BLOOMFIELD,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
12,BRICK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
13,BRIDGEWATER,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
14,BRIGANTINE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
15,BROWNS MILLS,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
16,BUDD LAKE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
17,BURLINGTON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
18,BURLINGTON TOWNSHIP,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
19,CAMDEN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
20,CARTERET,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
21,CEDAR GROVE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
22,CHATHAM,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
23,CHERRY HILL,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
24,CHESTER,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
25,CLARK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
26,CLEMENTON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
27,CLIFTON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
28,CLOSTER,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
29,CRESSKILL,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
30,DELRAN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
31,DENVILLE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
32,DEPTFORD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
33,DUMONT,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
34,EAST BRUNSWICK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
35,EAST HANOVER,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
36,EAST ORANGE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
37,EAST RUTHERFORD,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
38,EAST WINDSOR,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
39,EASTAMPTON,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
40,EATONTOWN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
41,EDGEWATER,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
42,EDISON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
43,EGG HARBOR TOWNSHIP,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
44,ELIZABETH,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
45,ELMWOOD PARK,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
46,ENGLEWOOD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
47,EVESHAM TOWNSHIP,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
48,EWING,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
49,FAIR LAWN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
50,FAIRFIELD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
51,FAIRLAWN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
52,FAIRVIEW,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
53,FLEMINGTON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
54,FLORHAM PARK,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
55,FORT LEE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
56,FRANKLIN PARK,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
57,FREEHOLD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
58,GALLOWAY,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
59,GARFIELD,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
60,GARWOOD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
61,GIBBSBORO,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
62,GLASSBORO,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
63,GLEN ROCK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
64,GLOUCESTER CITY,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
65,GREEN BROOK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
66,HACKENSACK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
67,HACKETTSTOWN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
68,HADDON HEIGHTS,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
69,HADDON TOWNSHIP,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
70,HADDONFIELD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
71,HAMILTON,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
72,HASKELL,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
73,HAZLET,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
74,HAZLET TOWNSHIP,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
75,HIGHLANDS,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
76,HILLSBOROUGH,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
77,HILLSIDE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
78,HOBOKEN,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
79,HOWELL,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
80,JACKSON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
81,JERSEY CITY,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
82,KEARNY,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
83,KENDALL PARK,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
84,LAKEWOOD,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
85,LAMBERTVILLE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
86,LANOKA HARBOR,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
87,LAWRENCEVILLE,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
88,LEDGEWOOD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
89,LEONIA,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
90,LINCOLN PARK,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
91,LINDEN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
92,LITTLE FERRY,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
93,LITTLE SILVER,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
94,LIVINGSTON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
95,LODI,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
96,LONG BRANCH,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
97,LUMBERTON,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
98,MAHWAH,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
99,MALAGA,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
100,MANAHAWKIN,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
101,MANALAPAN,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
102,MANASQUAN,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
103,MANVILLE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
104,MAPLE SHADE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
105,MAPLEWOOD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
106,MARGATE CITY,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
107,MARLBORO,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
108,MARLTON,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
109,MARMORA,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
110,MATAWAN,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
111,MAYS LANDING,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
112,MEDFORD,NJ,Available,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
113,MENDHAM,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
114,MERCHANTVILLE,NJ,Fully Booked,2021-04-24T03:06:45.092,,,2021-04-24 10:16:31.307559
